Date,Open,High,Low,Close,Volume
20/01/2020 15:30:00,205.44,205.64,197.61,198.67,887648
21/01/2020 15:30:00,198.48,198.88,195.6,196.55,576489
22/01/2020 15:30:00,198,201.2,197.4,199.37,594103
23/01/2020 15:30:00,199.72,200.15,197.8,199.1,326740
24/01/2020 15:30:00,200,202.52,198.42,200.54,486570
27/01/2020 15:30:00,200.38,203.49,199,201.52,552128
28/01/2020 15:30:00,202.72,211.98,202.03,209.74,1302893
29/01/2020 15:30:00,214.5,225.98,212.7,223.28,2878180
30/01/2020 15:30:00,226.56,232.8,223.21,227.43,3814613
31/01/2020 15:30:00,230.42,247,229.21,242.06,3326290
01/02/2020 17:00:00,248.2,266.6,233.64,238.79,11556397
03/02/2020 15:30:00,238.87,252.6,237.21,250.17,2852658
04/02/2020 15:30:00,258,287.6,257.2,282.53,6594725
05/02/2020 15:30:00,291.4,309.56,288.2,301.71,10960302
06/02/2020 15:30:00,306.4,312.6,294.4,300.86,5593623
07/02/2020 15:30:00,300,305.6,296.4,302.7,2379411
10/02/2020 15:30:00,304.78,307.6,293.2,296.04,2990816
11/02/2020 15:30:00,299.04,301,275.72,281.6,2889010
12/02/2020 15:30:00,279,290,270,283.05,5342502
13/02/2020 15:30:00,316.7,321.96,303.07,316.07,11381387
14/02/2020 15:30:00,319.8,320.78,309.72,311.48,3329548
17/02/2020 15:30:00,312.98,313,302,303.73,1568959
18/02/2020 15:30:00,303,329.6,297,327.72,7586511
19/02/2020 15:30:00,333.26,374.54,331.68,366.38,13312044
20/02/2020 15:30:00,374,395.4,372.41,386.01,12052002
24/02/2020 15:30:00,380,397.98,362.4,384.7,9857426
25/02/2020 15:30:00,384.66,398.8,383.4,390.39,5764224
26/02/2020 15:30:00,391.8,396.74,388,390.33,3688725
27/02/2020 15:30:00,393.4,394,377.76,381.88,3475379
28/02/2020 15:30:00,368.4,373.18,346.26,348.76,5090258
02/03/2020 15:30:00,362,374.74,327.29,344.65,4904409
03/03/2020 15:30:00,354,361.8,337.31,347.86,4315203
04/03/2020 15:30:00,350.4,353,313.08,313.08,4406093
05/03/2020 15:30:00,301.4,304.99,282.22,286.17,7607334
06/03/2020 15:30:00,271.87,271.87,271.87,271.87,232008
09/03/2020 15:30:00,258.28,258.28,258.28,258.28,135085
11/03/2020 15:30:00,245.37,271.19,245.37,257.07,4083929
12/03/2020 15:30:00,244.22,244.22,244.22,244.22,135614
13/03/2020 15:30:00,232.01,253.76,232.01,245.55,3184135
16/03/2020 15:30:00,236.22,239.6,233.28,233.28,1345706
17/03/2020 15:30:00,230.4,235.76,221.62,221.62,1798036
18/03/2020 15:30:00,215.32,217.59,210.54,210.54,411932
19/03/2020 15:30:00,200.02,206.6,200.02,200.02,671844
20/03/2020 15:30:00,194.05,201,190.02,190.2,3068377
23/03/2020 15:30:00,180.69,180.69,180.69,180.69,166278
24/03/2020 15:30:00,172.2,175.59,171.66,171.66,269345
25/03/2020 15:30:00,164.05,165,163.08,163.08,295503
26/03/2020 15:30:00,154.93,171.23,154.93,171.23,1053226
27/03/2020 15:30:00,179.79,179.79,179.79,179.79,159470
30/03/2020 15:30:00,177.98,188.77,171.63,187.16,1825236
31/03/2020 15:30:00,196.51,196.51,196.51,196.51,64614
01/04/2020 15:30:00,206.33,206.33,206.33,206.33,56186
03/04/2020 15:30:00,216.64,216.64,216.64,216.64,224922
07/04/2020 15:30:00,222,227.47,219.8,227.47,595441
08/04/2020 15:30:00,238.84,238.84,238.84,238.84,96331
09/04/2020 15:30:00,250.78,250.78,250.78,250.78,102764
13/04/2020 15:30:00,251.8,263.31,240.02,258.16,3734630
15/04/2020 15:30:00,245.26,257.76,245.26,246.11,1503122
16/04/2020 15:30:00,244.8,258.41,238,258.41,1328033
17/04/2020 15:30:00,271.33,271.33,261.73,271.33,1950259
20/04/2020 15:30:00,281.4,284.89,274,284.89,1180896
21/04/2020 15:30:00,282,297,276,292.42,2588589
22/04/2020 15:30:00,296,301.8,280.22,286.89,2024664
23/04/2020 15:30:00,288,289.79,273.11,274.27,1486466
24/04/2020 15:30:00,266,269.55,260.56,260.56,911686
27/04/2020 15:30:00,252.4,265.98,248.17,253.53,1469187
28/04/2020 15:30:00,256,266.2,247,265.68,2002025
29/04/2020 15:30:00,272.8,272.8,261.11,263.8,1254301
30/04/2020 15:30:00,268,268.99,263,264.87,799185
04/05/2020 15:30:00,254.02,260.8,254.02,256.47,765849
05/05/2020 15:30:00,261,261.96,252,252.4,656951
06/05/2020 15:30:00,252.8,253.78,240.45,243.24,920936
07/05/2020 15:30:00,243.88,249.79,238,242.91,1023481
08/05/2020 15:30:00,246,255.05,244.4,248.3,1868132
11/05/2020 15:30:00,260.71,260.71,260.71,260.71,129360
12/05/2020 15:30:00,273.74,273.74,273.74,273.74,172092
13/05/2020 15:30:00,287.42,287.42,275.2,287.42,2268041
14/05/2020 15:30:00,293.99,295,276.53,277.84,3802256
15/05/2020 15:30:00,268.4,275.48,265.13,266.02,1285331
18/05/2020 15:30:00,262.1,262.99,252.72,252.72,862751
19/05/2020 15:30:00,253,261.99,249.13,253.98,1208900
20/05/2020 15:30:00,266.67,266.67,266.67,266.67,518570
21/05/2020 15:30:00,280,280,280,280,186571
22/05/2020 15:30:00,289.8,292,280,284.54,2602909
26/05/2020 15:30:00,289.8,289.8,274.6,275.55,1167876
27/05/2020 15:30:00,269.4,282.98,266.2,278.35,1205961
28/05/2020 15:30:00,277.8,280.8,272.4,276.26,720618
29/05/2020 15:30:00,276,284.4,273.27,282.07,1242472
01/06/2020 15:30:00,290,290,282.28,283.15,951508
02/06/2020 15:30:00,284.4,285,280.4,281.97,636146
03/06/2020 15:30:00,283,284.33,277.8,278.51,831499
04/06/2020 15:30:00,279.5,287.98,276.32,286.29,1851685
05/06/2020 15:30:00,291.78,297.5,287.2,291.24,2726540
08/06/2020 15:30:00,294,319,291.77,306.43,4335458
09/06/2020 15:30:00,309.2,314,294.4,298.68,1600239
10/06/2020 15:30:00,299.2,301.37,287.4,290.91,1120128
11/06/2020 15:30:00,290.9,295.59,285.11,286.67,859510
12/06/2020 15:30:00,268.2,288.8,268.2,285.05,1540126
15/06/2020 15:30:00,285,289.8,282.13,284.65,733722
16/06/2020 15:30:00,289,290.55,276.16,282.21,891268
17/06/2020 15:30:00,278,283.56,277.21,279.02,510679
18/06/2020 15:30:00,280,285.54,278.27,281.92,649132
19/06/2020 15:30:00,284,289.2,283,284.79,1500063
22/06/2020 15:30:00,286,288.4,282.42,283.28,769590
23/06/2020 15:30:00,285.2,299.5,283.6,290.16,2551183
24/06/2020 15:30:00,292.39,295.8,283.46,284.2,1125681
25/06/2020 15:30:00,282,285.99,278.4,282.47,689248
26/06/2020 15:30:00,269.8,280.8,268,276.45,1727846
29/06/2020 15:30:00,274,274,270.01,271.17,716802
30/06/2020 15:30:00,274,276.99,271.22,271.73,548385
01/07/2020 15:30:00,272.73,275.4,271.2,272.61,382997
02/07/2020 15:30:00,288,293.56,279.06,282.47,2158418
03/07/2020 15:30:00,283,285,279.6,281.02,599488
06/07/2020 15:30:00,281.1,283.1,278.8,280.15,614933
07/07/2020 15:30:00,282,282.2,278.01,279.48,480214
08/07/2020 15:30:00,279.4,282.67,276.92,278.02,472306
09/07/2020 15:30:00,279.2,280,276.23,277.01,352999
10/07/2020 15:30:00,275,288.8,272,280.19,1832270
13/07/2020 15:30:00,288.8,288.8,277.27,279.47,1325294
14/07/2020 15:30:00,277.4,277.4,271.11,272.43,755567
15/07/2020 15:30:00,273.03,275.8,270,270.39,554120
16/07/2020 15:30:00,271,275.8,267,272.84,528436
17/07/2020 15:30:00,274.8,280,273.34,274.19,807945
20/07/2020 15:30:00,276,277.8,274.2,275.29,505497
21/07/2020 15:30:00,276.3,282.44,275.29,278.04,1155149
22/07/2020 15:30:00,279,279.74,274,274.59,458144
23/07/2020 15:30:00,274.62,277.2,273.01,274.3,419217
24/07/2020 15:30:00,273.02,274.4,271.2,271.57,376199
27/07/2020 15:30:00,271.6,272.21,268.41,268.97,320916
28/07/2020 15:30:00,269,270.8,268,269.11,256364
29/07/2020 15:30:00,269,273.8,268.61,270.55,385496
30/07/2020 15:30:00,270.2,271.99,268,268.14,261621
31/07/2020 15:30:00,269.16,269.34,266.43,267.17,214884
03/08/2020 15:30:00,267.4,272.4,266.84,267.94,293417
04/08/2020 15:30:00,267.2,269.58,267.04,267.96,226477
05/08/2020 15:30:00,269,269.4,267,267.39,221229
06/08/2020 15:30:00,267.5,269.41,266.04,266.91,300335
07/08/2020 15:30:00,267,267.8,266,266.27,270307
10/08/2020 15:30:00,266.4,267.4,264.09,264.75,307775
11/08/2020 15:30:00,264.8,276.86,263.01,274.41,1109433
12/08/2020 15:30:00,270,282.8,270,277.36,1764191
13/08/2020 15:30:00,279.6,282.38,275.02,276.82,688942
14/08/2020 15:30:00,277.01,281.9,270.01,273.72,986495
17/08/2020 15:30:00,275.6,280.72,272.06,276.71,870687
18/08/2020 15:30:00,276,277.98,275,275.53,342010
19/08/2020 15:30:00,277.2,280.4,267.6,272.36,1279857
20/08/2020 15:30:00,269,271.49,266.45,269.41,610627
21/08/2020 15:30:00,270.02,271.78,267.1,268.36,427626
24/08/2020 15:30:00,268.4,270,267.06,267.62,349571
25/08/2020 15:30:00,269.6,271.13,268,268.35,364439
26/08/2020 15:30:00,269.01,277.44,268.44,273.86,1102150
27/08/2020 15:30:00,274.9,276.8,273,273.5,330141
28/08/2020 15:30:00,273.2,275.96,272.51,273.3,323813
31/08/2020 15:30:00,279.8,279.8,267.2,268.85,582689
01/09/2020 15:30:00,267.2,273,267.2,270.3,334563
02/09/2020 15:30:00,272.6,273.98,270.62,271.95,246512
03/09/2020 15:30:00,273.2,277.6,272.24,273.74,499625
04/09/2020 15:30:00,269.6,273.8,269.6,273.04,318122
07/09/2020 15:30:00,278,290.33,273.2,282.97,3210807
08/09/2020 15:30:00,284.2,291.98,270,275.89,3200805
09/09/2020 15:30:00,270,271.74,264.23,269.78,1900528
10/09/2020 15:30:00,272,276.79,270.03,274.17,668786
11/09/2020 15:30:00,273.9,275.2,270.2,274.11,445384
14/09/2020 15:30:00,272,277.6,270,273.57,861596
15/09/2020 15:30:00,275,277.6,272.23,273.96,298472
16/09/2020 15:30:00,275.2,275.4,272.8,273.48,232143
17/09/2020 15:30:00,272.2,274.82,271.8,274.14,330915
18/09/2020 15:30:00,275.2,284,274.14,281.07,753209
21/09/2020 15:30:00,285,286,276,279.47,947382
22/09/2020 15:30:00,278,278,266.02,271.14,569167
23/09/2020 15:30:00,273,276,270.65,274.57,274748
24/09/2020 15:30:00,270.57,273.2,266.4,267.77,399473
25/09/2020 15:30:00,272,272,268,270.41,222705
28/09/2020 15:30:00,272,274.5,271,273.41,236418
29/09/2020 15:30:00,274,279,272.8,276.67,437120
30/09/2020 15:30:00,276.68,283.9,273.74,276.8,637109
01/10/2020 15:30:00,282,282,274,275.86,297196
05/10/2020 15:30:00,278,278.21,271.25,275.21,406746
06/10/2020 15:30:00,272.6,274.6,272,272.77,203011
07/10/2020 15:30:00,274,275.3,269.8,271.38,393986
08/10/2020 15:30:00,273.6,273.99,270,271.12,268484
09/10/2020 15:30:00,273.3,273.3,269.7,270.2,151208
12/10/2020 15:30:00,271,273.96,266,266.93,443935
13/10/2020 15:30:00,267.61,269.6,266.67,267.3,163871
14/10/2020 15:30:00,270,271.52,266.2,267.61,346035
15/10/2020 15:30:00,268,269.54,265.2,265.9,234817
16/10/2020 15:30:00,265.8,268,265,265.62,141609
19/10/2020 15:30:00,266,267,265.06,265.38,119596
20/10/2020 15:30:00,265.2,268.54,265.2,266.44,212949
21/10/2020 15:30:00,267.31,268.78,265.6,266.35,156434
22/10/2020 15:30:00,266.6,267.54,265.27,265.55,90626
23/10/2020 15:30:00,265.8,266.57,265.4,265.59,84503
26/10/2020 15:30:00,265.8,266.2,263.6,264.13,159576
27/10/2020 15:30:00,265.2,265.78,259.41,265.2,214182
28/10/2020 15:30:00,264.8,267.8,262,266.67,185018
29/10/2020 15:30:00,262,268,262,266.12,165784
30/10/2020 15:30:00,264.56,265.89,262,263.04,116348
02/11/2020 15:30:00,264.04,264.35,260,260.45,123930
03/11/2020 15:30:00,260.6,262.3,260,260.29,107309
04/11/2020 15:30:00,258.57,261.76,258.01,260.11,128498
05/11/2020 15:30:00,260.22,263.31,260.22,262.08,159682
06/11/2020 15:30:00,263.6,263.68,261.66,262.24,108108
09/11/2020 15:30:00,263.6,264.51,262.2,262.57,134488
10/11/2020 15:30:00,265,283.37,264.41,274.87,1889923
11/11/2020 15:30:00,279.6,281.4,268.6,274.25,611896
12/11/2020 15:30:00,275,280,271.02,276.29,494237
13/11/2020 15:30:00,273.8,280.6,273.18,277.85,619636
17/11/2020 15:30:00,279.73,281.4,274.52,276.06,418712
18/11/2020 15:30:00,273,274.19,270.42,273.06,311995
19/11/2020 15:30:00,272.8,276,272,275.21,227210
20/11/2020 15:30:00,278,279.8,272.33,276.23,503583
23/11/2020 15:30:00,273.6,274.8,271.4,272.47,322526
24/11/2020 15:30:00,274.04,275.84,271.4,272.46,224459
25/11/2020 15:30:00,274,274,270.6,270.78,189928
26/11/2020 15:30:00,271.2,271.99,269.26,270.27,122926
27/11/2020 15:30:00,269.26,273.35,269.26,270.69,198922
01/12/2020 15:30:00,271.6,273.6,270.7,271.62,189344
02/12/2020 15:30:00,273.6,273.76,269.31,269.98,186840
03/12/2020 15:30:00,272.8,279.21,270,275.61,631548
04/12/2020 15:30:00,276.4,319.4,276.4,314.12,10432630
07/12/2020 15:30:00,317,344,316.6,338.31,7808616
08/12/2020 15:30:00,341.36,360,319.32,329.7,6108179
09/12/2020 15:30:00,333.32,340.25,320.2,323.55,3686437
10/12/2020 15:30:00,281,304.93,281,290.55,17186934
11/12/2020 15:30:00,280.79,289.76,280,284.2,9772926
14/12/2020 15:30:00,284.98,301.74,284.41,295.8,9444600
15/12/2020 15:30:00,298.98,299.6,286.22,288.2,5273914
16/12/2020 15:30:00,290.76,291.18,284,284.68,3560008
17/12/2020 15:30:00,286.2,288.22,284.05,284.97,1327523
18/12/2020 15:30:00,286,291.3,282,284.9,3269771
21/12/2020 15:30:00,284.76,287.5,271.8,274.7,2556756
22/12/2020 15:30:00,274.8,281.79,267.29,279.81,2680817
23/12/2020 15:30:00,280.88,284.7,275.81,282.31,1632777
24/12/2020 15:30:00,284.2,285.68,280.64,281.79,1242982
28/12/2020 15:30:00,284,287.66,282.22,283.59,1324341
29/12/2020 15:30:00,285.2,285.58,281.6,282.16,928547
30/12/2020 15:30:00,284,288.6,281.6,286.99,1637204
31/12/2020 15:30:00,289,293,286.15,287.56,2644030
01/01/2021 15:30:00,289.4,291.8,288.02,289,1164188
04/01/2021 15:30:00,292.4,293.6,289,290.21,1052506
05/01/2021 15:30:00,288.74,292.6,286.29,291.37,1238935
06/01/2021 15:30:00,292.39,302.98,289.8,296.69,4244765
07/01/2021 15:30:00,298.8,301.98,296,297.89,1769008
08/01/2021 15:30:00,300.8,301.96,292.15,294.3,1568909
11/01/2021 15:30:00,296.47,296.8,290.4,292.14,1029958
12/01/2021 15:30:00,292.14,299.4,290.8,296.09,1804821
13/01/2021 15:30:00,298.4,298.71,288.44,292.23,1180696
14/01/2021 15:30:00,293.69,296.43,290.49,292.62,1123619
15/01/2021 15:30:00,293.69,294,287.4,288.24,996644
18/01/2021 15:30:00,289.69,292.37,283.54,284.67,1265872
19/01/2021 15:30:00,287.6,289.57,286.56,288.7,577500
20/01/2021 15:30:00,290,291.68,287.4,290.54,574115
21/01/2021 15:30:00,292,296.63,290,290.9,1208440
22/01/2021 15:30:00,290.8,292.49,284.62,286.49,882007
25/01/2021 15:30:00,286.6,289.09,283.41,285.25,699480
27/01/2021 15:30:00,286.55,288.73,284.45,287.65,823107
28/01/2021 15:30:00,287.3,299.74,286.6,291.41,2827956
29/01/2021 15:30:00,293.6,295.79,289.04,291.22,1400736
01/02/2021 15:30:00,293.95,299.54,290.23,291.98,2441698
02/02/2021 15:30:00,293.6,295.6,292.27,294.1,1063176
03/02/2021 15:30:00,295.48,299.6,292.43,293.87,1862533
04/02/2021 15:30:00,294.96,308,292.85,303.78,2205120
05/02/2021 15:30:00,309.94,313.6,303,311,3005886
08/02/2021 15:30:00,313.96,325.8,312.4,323.74,4852761
09/02/2021 15:30:00,324.8,337.78,318.4,328.35,5315247
10/02/2021 15:30:00,329.68,334.8,322.22,323.68,3051054
11/02/2021 15:30:00,325.2,327.39,322.35,323.8,1120998
12/02/2021 15:30:00,325.49,353.54,325.2,346.38,7299539
15/02/2021 15:30:00,346.8,349,336.4,342.62,2921000
16/02/2021 15:30:00,343.6,346.75,332.4,334.83,1776370
17/02/2021 15:30:00,334.4,346,331.4,339.73,2092090
18/02/2021 15:30:00,337.21,345.2,337.21,340.24,936104
19/02/2021 15:30:00,340.59,343.05,331.19,335.08,997364
22/02/2021 15:30:00,335,335,319.6,323.17,1717799
23/02/2021 15:30:00,322.99,328.42,318.56,326.58,937489
24/02/2021 15:30:00,327.6,339.4,326.02,335.09,647085
25/02/2021 15:30:00,337,347.95,334,345.39,1907444
26/02/2021 15:30:00,339,361.99,336,351.93,5127721
01/03/2021 15:30:00,357.59,394.97,355.11,387.69,6616257
02/03/2021 15:30:00,394.1,397.6,374.01,379.53,5559277
03/03/2021 15:30:00,379.8,386,376,377.22,1831971
04/03/2021 15:30:00,377,403.16,374,392.22,9592188
05/03/2021 15:30:00,393.99,399.68,379.2,388.17,3595828
08/03/2021 15:30:00,392,405.4,385.32,403.09,4183381
09/03/2021 15:30:00,410,414.6,403,405.34,4782464
10/03/2021 15:30:00,409,409.56,401.4,403.7,1695813
12/03/2021 15:30:00,406,412.74,393,397.47,2502959
15/03/2021 15:30:00,401.29,401.29,383,389.41,2109912
16/03/2021 15:30:00,385.72,387.94,378,380.81,2205067
17/03/2021 15:30:00,381,383.89,360.2,364.8,2363751
18/03/2021 15:30:00,367.6,372,348,353.33,3667455
19/03/2021 15:30:00,350,375,340.6,371.09,4907008
22/03/2021 15:30:00,371.4,375.8,360.83,367.61,2250190
23/03/2021 15:30:00,369.7,372.2,366.2,368.43,1320265
24/03/2021 15:30:00,365.94,367.36,350.08,352.11,2089103
25/03/2021 15:30:00,353.8,353.8,341,344.37,2167692
26/03/2021 15:30:00,350,354,343.66,349.48,1776133
30/03/2021 15:30:00,348.08,354.8,348.08,351.05,1473085
31/03/2021 15:30:00,351.74,354.99,347,351.4,1086001
01/04/2021 15:30:00,352,355.89,350,350.35,944947
05/04/2021 15:30:00,345.2,347.59,335.48,340.53,1622830
06/04/2021 15:30:00,340.53,343.8,336.6,337.71,1011705
07/04/2021 15:30:00,336.84,344.28,334.6,341.8,1467086
08/04/2021 15:30:00,339.76,347.84,336,345.28,1940435
09/04/2021 15:30:00,346,350.74,343,346.18,1250823
12/04/2021 15:30:00,336.04,339.54,314.69,316.4,2807259
13/04/2021 15:30:00,316.41,324.6,316.41,322.33,1226264
15/04/2021 15:30:00,318.42,326.58,317.8,321.62,1158163
16/04/2021 15:30:00,322.2,327.62,321.2,325.49,968083
19/04/2021 15:30:00,310,324,310,322.54,1193238
20/04/2021 15:30:00,323.2,329.79,323.2,328.01,1143229
22/04/2021 15:30:00,322.8,336.2,322.8,334.61,988502
23/04/2021 15:30:00,334,343.58,332.2,342.4,1629474
26/04/2021 15:30:00,344.38,347.85,343.6,346.17,791759
27/04/2021 15:30:00,346,360.52,342.93,358.64,2259767
28/04/2021 15:30:00,360,363.6,355,359.17,1538029
29/04/2021 15:30:00,360.2,363.6,353.06,358.51,1212095
30/04/2021 15:30:00,356.98,361.83,351.55,358.28,756655
03/05/2021 15:30:00,352.2,356.39,350.6,353.11,773316
04/05/2021 15:30:00,357,357.81,352.2,354.04,586043
05/05/2021 15:30:00,355,356.59,343,344.73,1215718
06/05/2021 15:30:00,347.1,348.8,343.21,345.04,477236
07/05/2021 15:30:00,340,341.97,336.3,338.68,831099
10/05/2021 15:30:00,340,351.5,338.19,349.73,1028911
11/05/2021 15:30:00,345,360.08,344.61,358.46,1297267
12/05/2021 15:30:00,359.8,365.8,346.56,349.32,1627887
14/05/2021 15:30:00,352,354.8,346,349.53,1171451
17/05/2021 15:30:00,352.63,356.2,348.6,352.42,774812
18/05/2021 15:30:00,356,368.55,354.05,367.01,1905360
19/05/2021 15:30:00,368.8,376.99,368,371.62,2098770
20/05/2021 15:30:00,372.4,374.08,364.56,371.13,959830
21/05/2021 15:30:00,372,378.94,370.01,372.4,1200153
24/05/2021 15:30:00,374,380.56,373.48,376.9,1271177
25/05/2021 15:30:00,380.3,382.8,378,381.59,989516
26/05/2021 15:30:00,384,386.01,377.6,378.81,922757
27/05/2021 15:30:00,380,388.23,375.2,385.67,2284298
28/05/2021 15:30:00,385.6,385.67,377.77,379.25,671277
31/05/2021 15:30:00,381.97,383.8,379.43,380.64,497158
01/06/2021 15:30:00,382.36,384.53,377.6,378.92,419742
02/06/2021 15:30:00,379.99,385.5,379.05,383.59,576755
03/06/2021 15:30:00,385.6,389.72,383.2,384.36,549947
04/06/2021 15:30:00,387.4,387.4,382.71,384.34,359621
07/06/2021 15:30:00,387.8,422.77,385.34,418.96,6144067
08/06/2021 15:30:00,426.19,436.8,424.4,428.97,6490285
09/06/2021 15:30:00,432,432.6,412,414.24,2335741
10/06/2021 15:30:00,418.7,424.2,410.33,421.27,1795502
11/06/2021 15:30:00,423,426.4,416.2,418.75,844059
14/06/2021 15:30:00,417.99,418.4,405,412.88,1002396
15/06/2021 15:30:00,414.2,427.97,412.4,419.59,1912498
16/06/2021 15:30:00,421.89,424.39,415.06,417.99,856943
17/06/2021 15:30:00,414,417.79,407.28,410.08,754284
18/06/2021 15:30:00,414.05,414.05,395.73,402.34,1304337
21/06/2021 15:30:00,400,418.75,396.23,415.37,1693260
22/06/2021 15:30:00,420,425.67,415,416.6,1285749
23/06/2021 15:30:00,420.4,422.28,414.4,415.65,809624
24/06/2021 15:30:00,419.6,419.6,413.2,414.59,541514
25/06/2021 15:30:00,416.87,417.7,410.62,413.77,475822
28/06/2021 15:30:00,416.8,422.49,413.68,415.55,707732
29/06/2021 15:30:00,418.4,425.38,413.01,416.37,1673477
30/06/2021 15:30:00,412.11,420.75,404.29,406.77,2562914
01/07/2021 15:30:00,409.56,411.77,406.06,406.96,750998
02/07/2021 15:30:00,409.6,413.79,407.4,412.11,522059
05/07/2021 15:30:00,416.8,439,413.63,434.72,3150583
06/07/2021 15:30:00,440,444.4,432,433.78,3840497
07/07/2021 15:30:00,433.78,439.8,432.07,437.69,1005371
08/07/2021 15:30:00,439,449.6,437,438.78,2645206
09/07/2021 15:30:00,438.78,444.8,433.69,441.85,1483111
12/07/2021 15:30:00,445.79,454.38,443.45,452.58,2088571
13/07/2021 15:30:00,454.6,456.79,451.23,454.89,1717447
14/07/2021 15:30:00,456.38,456.38,449.11,453.28,682352
15/07/2021 15:30:00,453.28,459.42,450.2,453.66,891858
16/07/2021 15:30:00,454.8,491.48,453.75,485.33,6928019
19/07/2021 15:30:00,480.98,491.2,477.09,484.9,2359576
20/07/2021 15:30:00,487.2,495.99,474,476.13,2488163
22/07/2021 15:30:00,480.8,483.41,468.4,473.03,1349303
23/07/2021 15:30:00,473.98,476.49,463.2,465.07,1048692
26/07/2021 15:30:00,466.9,473,460.41,462.66,1306299
27/07/2021 15:30:00,465.59,469.4,456.2,459.11,926459
28/07/2021 15:30:00,461,463,452.57,456.73,715806
29/07/2021 15:30:00,457.56,468.7,457.2,464.22,892458
