Date,Open,High,Low,Close,Volume,Time,Prev Close,Prev Open,PrevOPDiff,Prev High,Prev Low,Prev Volume
2019-10-15,147.2,149.48,139.21,142.63,10530041,1,145.55,125.2,-20.35000000000001,148.76,125.0,45270607.0
2019-10-16,142.8,144.2,139.65,140.13,3476306,2,142.63,147.2,4.569999999999993,149.48,139.21,10530041.0
2019-10-17,140.02,146.6,137.43,144.86,5032930,3,140.13,142.8,2.670000000000016,144.2,139.65,3476306.0
2019-10-18,145.0,157.98,143.21,155.83,9733230,4,144.86,140.02,-4.840000000000003,146.6,137.43,5032930.0
2019-10-22,157.39,173.35,156.2,168.94,9346788,5,155.83,145.0,-10.830000000000013,157.98,143.21,9733230.0
2019-10-23,173.2,181.98,173.2,180.06,9023269,6,168.94,157.39,-11.550000000000011,173.35,156.2,9346788.0
2019-10-24,184.99,190.7,172.53,180.41,11871313,7,180.06,173.2,-6.860000000000014,181.98,173.2,9023269.0
2019-10-25,181.0,183.2,175.2,179.81,3849535,8,180.41,184.99,4.5800000000000125,190.7,172.53,11871313.0
2019-10-27,182.2,185.0,179.0,181.25,1342257,9,179.81,181.0,1.1899999999999977,183.2,175.2,3849535.0
2019-10-29,181.4,181.48,175.73,176.62,2023748,10,181.25,182.2,0.9499999999999886,185.0,179.0,1342257.0
2019-10-30,176.2,184.0,176.17,178.09,3276203,11,176.62,181.4,4.780000000000001,181.48,175.73,2023748.0
2019-10-31,180.0,181.54,175.4,176.34,1839718,12,178.09,176.2,-1.8900000000000148,184.0,176.17,3276203.0
2019-11-01,177.0,181.59,176.62,178.1,1882230,13,176.34,180.0,3.6599999999999966,181.54,175.4,1839718.0
2019-11-04,179.0,179.6,176.05,176.69,839167,14,178.1,177.0,-1.0999999999999943,181.59,176.62,1882230.0
2019-11-05,177.34,181.4,174.26,176.3,2038067,15,176.69,179.0,2.3100000000000023,179.6,176.05,839167.0
2019-11-06,177.0,179.0,176.2,176.86,990090,16,176.3,177.34,1.039999999999992,181.4,174.26,2038067.0
2019-11-07,177.8,178.4,176.02,176.3,775102,17,176.86,177.0,0.13999999999998636,179.0,176.2,990090.0
2019-11-08,175.95,178.2,174.46,175.38,948769,18,176.3,177.8,1.5,178.4,176.02,775102.0
2019-11-11,177.2,188.67,176.8,186.58,5501875,19,175.38,175.95,0.5699999999999932,178.2,174.46,948769.0
2019-11-13,191.0,196.18,180.64,186.41,6174470,20,186.58,177.2,-9.380000000000024,188.67,176.8,5501875.0
2019-11-14,183.0,189.4,179.4,181.46,2867396,21,186.41,191.0,4.590000000000003,196.18,180.64,6174470.0
2019-11-15,184.0,187.96,180.4,185.64,3194038,22,181.46,183.0,1.539999999999992,189.4,179.4,2867396.0
2019-11-18,186.82,187.58,183.41,184.43,1144000,23,185.64,184.0,-1.6399999999999864,187.96,180.4,3194038.0
2019-11-19,184.55,184.8,180.0,180.51,1104593,24,184.43,186.82,2.3899999999999864,187.58,183.41,1144000.0
2019-11-20,181.8,183.4,178.0,179.14,1264597,25,180.51,184.55,4.0400000000000205,184.8,180.0,1104593.0
2019-11-21,179.6,181.2,176.02,176.96,1297118,26,179.14,181.8,2.660000000000025,183.4,178.0,1264597.0
2019-11-22,177.8,177.8,174.48,175.18,747673,27,176.96,179.6,2.6399999999999864,181.2,176.02,1297118.0
2019-11-25,175.8,178.0,174.62,176.43,687565,28,175.18,177.8,2.6200000000000045,177.8,174.48,747673.0
2019-11-26,177.4,179.0,175.1,175.74,794348,29,176.43,175.8,-0.6299999999999955,178.0,174.62,687565.0
2019-11-27,176.22,178.2,176.0,176.65,586626,30,175.74,177.4,1.6599999999999966,179.0,175.1,794348.0
2019-11-28,176.99,177.56,175.62,176.49,415748,31,176.65,176.22,-0.4300000000000068,178.2,176.0,586626.0
2019-11-29,176.43,183.74,175.6,179.45,1799753,32,176.49,176.99,0.5,177.56,175.62,415748.0
2019-12-03,177.2,177.8,174.2,175.0,550857,33,179.45,176.43,-3.019999999999982,183.74,175.6,1799753.0
2019-12-04,174.4,177.0,172.46,174.82,741046,34,175.0,177.2,2.1999999999999886,177.8,174.2,550857.0
2019-12-05,175.9,177.78,174.4,175.19,526976,35,174.82,174.4,-0.4199999999999875,177.0,172.46,741046.0
2019-12-06,175.4,175.73,173.63,174.47,355371,36,175.19,175.9,0.710000000000008,177.78,174.4,526976.0
2019-12-09,175.31,175.31,172.83,173.48,354249,37,174.47,175.4,0.9300000000000068,175.73,173.63,355371.0
2019-12-10,173.96,173.96,171.06,172.18,394809,38,173.48,175.31,1.8300000000000125,175.31,172.83,354249.0
2019-12-11,172.78,173.99,171.1,172.93,441041,39,172.18,173.96,1.7800000000000011,173.96,171.06,394809.0
2019-12-12,173.0,175.6,172.02,173.98,290277,40,172.93,172.78,-0.15000000000000568,173.99,171.1,441041.0
2019-12-13,174.85,180.68,174.02,178.1,1400505,41,173.98,173.0,-0.9799999999999898,175.6,172.02,290277.0
2019-12-16,178.9,178.9,176.43,177.34,356192,42,178.1,174.85,-3.25,180.68,174.02,1400505.0
2019-12-17,177.8,179.7,176.6,177.35,563331,43,177.34,178.9,1.5600000000000023,178.9,176.43,356192.0
2019-12-18,177.36,177.5,174.66,175.07,284932,44,177.35,177.8,0.45000000000001705,179.7,176.6,563331.0
2019-12-19,174.44,175.2,173.24,173.94,302745,45,175.07,177.36,2.2900000000000205,177.5,174.66,284932.0
2019-12-20,174.8,174.8,173.1,173.37,261200,46,173.94,174.44,0.5,175.2,173.24,302745.0
2019-12-23,173.6,174.0,172.2,172.95,328209,47,173.37,174.8,1.4300000000000068,174.8,173.1,261200.0
2019-12-24,177.0,179.96,175.04,177.51,2404158,48,172.95,173.6,0.6500000000000057,174.0,172.2,328209.0
2019-12-26,177.2,177.6,174.9,175.38,392561,49,177.51,177.0,-0.5099999999999909,179.96,175.04,2404158.0
2019-12-27,176.39,177.08,175.4,176.12,420523,50,175.38,177.2,1.8199999999999932,177.6,174.9,392561.0
2019-12-30,177.05,187.49,176.66,185.23,3047571,51,176.12,176.39,0.2699999999999818,177.08,175.4,420523.0
2019-12-31,186.4,190.94,184.26,186.69,3889180,52,185.23,177.05,-8.179999999999978,187.49,176.66,3047571.0
2020-01-01,188.38,190.77,186.96,188.87,1718655,53,186.69,186.4,-0.28999999999999204,190.94,184.26,3889180.0
2020-01-02,188.8,188.8,185.41,186.08,657531,54,188.87,188.38,-0.4900000000000091,190.77,186.96,1718655.0
2020-01-03,185.6,188.7,185.51,186.28,868570,55,186.08,188.8,2.719999999999999,188.8,185.41,657531.0
2020-01-06,185.4,185.41,178.02,178.89,784734,56,186.28,185.6,-0.6800000000000068,188.7,185.51,868570.0
2020-01-07,179.4,184.3,179.4,181.48,697359,57,178.89,185.4,6.510000000000019,185.41,178.02,784734.0
2020-01-08,179.8,180.52,177.26,179.23,554070,58,181.48,179.4,-2.079999999999984,184.3,179.4,697359.0
2020-01-09,182.07,184.12,182.0,182.73,599400,59,179.23,179.8,0.5700000000000216,180.52,177.26,554070.0
2020-01-10,182.4,185.48,181.73,183.45,508777,60,182.73,182.07,-0.6599999999999966,184.12,182.0,599400.0
2020-01-13,184.0,188.56,183.21,187.83,782985,61,183.45,182.4,-1.049999999999983,185.48,181.73,508777.0
