Date,Open,High,Low,Close,Volume
02/01/2014 15:30:00,214.9,216.67,209.53,209.97,4523191
03/01/2014 15:30:00,210,210.67,206.9,209.83,7999918
06/01/2014 15:30:00,210,211.13,209,210.43,5436752
07/01/2014 15:30:00,211,211.6,208.5,211.13,5186092
08/01/2014 15:30:00,211.67,212,209.17,211.23,4983658
09/01/2014 15:30:00,211.13,211.13,208.43,210.4,5109246
10/01/2014 15:30:00,211.8,216.33,209.33,215.07,6124872
13/01/2014 15:30:00,215.73,217.53,215.07,216.97,4238931
14/01/2014 15:30:00,217.33,220,215.9,216.3,5045534
15/01/2014 15:30:00,216.73,219.67,214.23,219.23,5899190
16/01/2014 15:30:00,219.33,220.6,215.77,217,3163725
17/01/2014 15:30:00,217.33,218.67,215,216.57,7518595
20/01/2014 15:30:00,216.33,220.33,215.4,220.13,5738121
21/01/2014 15:30:00,220.17,221.57,219,219.37,4650020
22/01/2014 15:30:00,219,219.17,215.2,218.23,7578940
23/01/2014 15:30:00,217.57,220,216.87,219.3,4195413
24/01/2014 15:30:00,218.6,220.27,215.6,216.17,3418348
27/01/2014 15:30:00,213.67,217,212.43,216.13,6162652
28/01/2014 15:30:00,216.1,218.63,212.6,217.77,8743040
29/01/2014 15:30:00,218.2,219,216.13,216.67,6083587
30/01/2014 15:30:00,214.37,217.13,212,216.4,10228302
31/01/2014 15:30:00,216.6,217.13,214.73,216.73,6254388
03/02/2014 15:30:00,215.1,216.5,213.13,213.53,4410235
04/02/2014 15:30:00,212.33,217.17,210.6,216.6,8587629
05/02/2014 15:30:00,215,216.5,211.67,212.63,6082648
06/02/2014 15:30:00,213.33,216.87,211,216.37,7733999
07/02/2014 15:30:00,218,218,213.47,215.63,7953386
10/02/2014 15:30:00,215.03,216.9,214,216.67,4546761
11/02/2014 15:30:00,216.07,217.5,215.03,216.73,5051779
12/02/2014 15:30:00,217,218,212.67,213.7,6080660
13/02/2014 15:30:00,213.8,215.33,210.17,211.27,2762835
14/02/2014 15:30:00,212.07,213.53,209.8,213.2,3872073
17/02/2014 15:30:00,214,214.83,211.7,213.4,3300648
18/02/2014 15:30:00,213.33,214.37,210.77,211.27,3899317
20/02/2014 15:30:00,210.67,211.3,207.6,207.9,4543177
21/02/2014 15:30:00,209,211.9,208.4,211.73,4587503
24/02/2014 15:30:00,210.67,213.67,210.67,213.37,2766261
25/02/2014 15:30:00,212.73,214.93,212.73,214.63,3569371
26/02/2014 15:30:00,215.2,219.9,215,219.17,7954645
28/02/2014 15:30:00,216.63,221.33,216.63,218.43,7939096
03/03/2014 15:30:00,218.53,220.63,217.37,219.47,6264761
04/03/2014 15:30:00,220.27,222.67,218.8,221.1,6195328
05/03/2014 15:30:00,221.17,222.63,219.63,222.2,4046876
06/03/2014 15:30:00,221.8,223.43,220.23,223.03,3787234
07/03/2014 15:30:00,221.4,226.27,220.67,225.43,13365837
10/03/2014 15:30:00,224,225.33,222.83,223.73,6000250
11/03/2014 15:30:00,223.6,224.2,219.2,222.67,6005198
12/03/2014 15:30:00,222.87,228.67,222.83,227.33,6885987
13/03/2014 15:30:00,227.57,231.2,227.53,228.93,4016811
14/03/2014 15:30:00,228.07,232.1,226.67,231.47,4427770
18/03/2014 15:30:00,233.33,238,231.77,237.27,8826161
19/03/2014 15:30:00,237.33,240,237.03,239.8,5674963
20/03/2014 15:30:00,239.03,239.03,234.87,237.2,7363060
21/03/2014 15:30:00,237.67,239.13,235.03,238.47,7185771
24/03/2014 15:30:00,237.37,242.2,236.9,240.43,7028349
25/03/2014 15:30:00,239.33,243.33,239.13,241.87,5782709
26/03/2014 15:30:00,242,242.37,235.83,239.37,9724988
27/03/2014 15:30:00,239.33,241.8,237.37,239.93,16985804
28/03/2014 15:30:00,241,241,236,238.97,6248530
31/03/2014 15:30:00,239.43,240.67,233.1,235.23,7999584
01/04/2014 15:30:00,235.67,235.73,230.57,234.63,6583391
02/04/2014 15:30:00,235.07,235.33,226.9,229.57,16744268
03/04/2014 15:30:00,229.73,231.77,227.17,230.6,6907418
04/04/2014 15:30:00,231.27,232.53,228.2,229.83,6873702
07/04/2014 15:30:00,229.83,231.2,227.1,230.3,7542128
09/04/2014 15:30:00,230.4,233,228.67,231.97,6034878
10/04/2014 15:30:00,232.13,233.13,228.67,229.23,7082516
11/04/2014 15:30:00,228.53,229.87,226.9,229,7788062
